text,sentiment
jetblue why are we delayed  flight 1601,0.0
usairways dealing w fam emergency was told was rebooked this am to aa flight 4297 out of ord and now its not in system need help asap,0.0
united will the kudos to capt herman be relayed to his chief pilot or should i be emailing someone,2.0
united you are one great airline ,2.0
united my luggage is set to go to dca however i am rerouted to dulles currently in nolo however bags are in houston can you fix this,0.0
united thanks im booked just spent an extra 7 hrs in the ten w no explanation now flying middle seat to char instead of memphis,0.0
americanair great thanks followed,2.0
united in ethiopia adopting a child  need flight home from add to grr late flight 227 or very early 228 need to change existing reservation,1.0
americanair unamerican airlines just lies and poor customer services,0.0
southwestair had to let us off the plane bc the toilets done even work there goes my family vacay to playa del carmen mexico neveragain,0.0
americanair i understand but why is this the only flight of the day not going out twice im now out of extra meds and diapers for baby,0.0
united 877 from amsterdam to ewr 02272015 737300,1.0
usairways did you know that suicide is the second leading cause of death among teens 1024,1.0
americanair can you use the aa credit platinum select world mastercard for alaska flights  or just american,1.0
united once again your lack of customer service astounds me you are the worst airline in the history of airlines train your staff,0.0
southwestair employees spreading a bit of mardigras cheer at 730 this morning in atlanta  nftyconvention httptcottbty89ilo,1.0
southwestairs ceo kelly draws record crowd to bwiairport business partnership breakfast httptcocvba4olcbl httptcowta5px70a5,1.0
americanair thats the number i called it wouldnt let me speak to an agent because of the issues with weather today,0.0
southwestair lost bag on flight to vegas now to el paso going to dallas love gate attendant said see if can coordinate to get it to love,0.0
"thanks ""usairways fispahani weather disruptions have caused some of our crew to run late flight were sorry for the delay to your flight""",0.0
jetblue lol the fleet on fleek i see yall ballin new jets on deck,1.0
americanair theres an employee at gate 45 of jfk telling people their bag doesnt fit and needs to be checked when it clearly fits aa291,0.0
southwestair pls help me get this resolved amp reimbursement made  gracias rico pls send me private msg with phone number or email address,0.0
southwestair thx for the note flight was cancelled flightled and today is all booked so had to go with another carrier ,0.0
united and i was denied an upgrade because of catering issues poorservice,0.0
southwestair but to make us tru to find space in other flights  this customer service is as bad as spiritairlines,0.0
usairways americanair  best u could doi might get my refund within 2 billing cycles months of u guys asking for another chance im done,0.0
usairways i tried reaching out to you guys im running out time and patience i just want my flight to be honor and i want a confirmation,0.0
 united 5 hours 3 gates and 3 planes late flightr still not an update explanation or apology to be had worstairlineever unitedairlines,0.0
united i got it at the gate thanks for checking,2.0
united time for a rantyou delayed my flight and still forgot my luggagethen delayed on the tarmac moments i love you united,0.0
americanair its the abcs of pr let your customers have the most info possible might want to go brush up on the basics,0.0
jetblue thanks so much cant wait to fly with you guys ,2.0
jetblue i do the best airline wifi ever thank you,2.0
southwestair  great flight from phoenix to dallas tonightgreat service and on time makes timieyancey very happy httptcotkvcmhbpim,2.0
americanair i was suppose to be in fl 4 hours ago and im not ive been waiting for hours this is just ridiculous,0.0
united she has crossed 4 prior times with other carriers and no issue karen was rude untrained and unhelpful i also spoke,0.0
americanair thank you its much appreciated we have been on the plane for 90 min now at the gate,2.0
americanair retrain in customer service first make proper adjustments when cancelled flightling flights own up to your mistakes,0.0
jetblue  why does my tsapre work with every airline but you i pay good money for that spent 30 mins on phone to fix to zero success,0.0
virginamerica is my new go to airline,1.0
united morning 4603 has been delayed by 7 hours can you get me to newark for my 10am meeting,0.0
usairways  mad love httptco4ojrsdwpkk nyc,1.0
united thank you for compensating us for our 4 lost bags we will fly with you again unitedairlines,2.0
usairways i was told a return call by a human,0.0
southwestair easy fix let the business select actually board 1st then board the preboards,1.0
united i will be patient in my luxurious middle seat on my next delayed flight,0.0
united unsmiling rep told us hotel shuttle comes like every 15 minutes breezy 30 min late flightr were taking a cab you going to reimburse,0.0
southwestair how can i check to see if my flight to nyc is expected to be delayed or cancelled flightled for this tuesday,1.0
usairways hii have a travel question could you please follow me so i can dm you,1.0
americanair i have been trying to speak with an agent the whole day about my cancelled flightled flight what i can do,0.0
southwestair get me on flight 4146 to denver and ill be more than happy ,1.0
usairways travelling from pwm to atl on sunday that flight got cancelled flightled and my new flight is cancelled flightled and got disconnected when reflight booking problems,0.0
southwestair i love imagine dragons o flipping much pls destinationdragons,2.0
usairways i have fam thats supposed to fly 222 that are currently in the hosp3 trys to speak to a human yr phone sys cuts off pls hlp,0.0
jetblue i do not want to deal with your customer service agents with no practical knowledgeprovide me with a direct contact,0.0
americanair both pictures taken at the same time but which is right totallyconfused httptcodvsltqzkmq,1.0
virginamerica check out new music httptcomarcnocwzn,1.0
usairways i need help in air on 717 to clt from phl conf d1mqf5 need confirmed on 1776 to bna at 1030 been bumped all day need home,0.0
united heads up we didnt check 8 bags 2 we checked arrived those arent claim s for our 2 other peoples bags httptcodplq3mhqgd,0.0
united i just asked my boyfriend to prom over the loudspeaker on flight 494 he said yes best day ever thank u so much,2.0
usairways how do i redeem my pass to the admirals club i have 1 free visit with my barclay card membership and can i bring a companion,1.0
southwestair lovedragonss lol im sorry im just seeing this now but lauren oh my god ahhhh,2.0
southwestair thank u thank u thank u for coming through for us i sincerely didnt think it would happen lt3 swa thankyou,2.0
americanair two were non revs right,1.0
usairways delayed depart bc ur flight attendant wasnt there then after landing took 3 hrs to get a gate now its another he and no bags,0.0
united you need to follow me so i can dm you to give you the info,1.0
southwestair do you have a pair of tickets to the imaginedragons show in atlanta id love to go destinationdragons,1.0
united how do i get my account number if your website says email is unavailable,0.0
united thanks for the link now finally arrived in brussels 9 h after schedule,0.0
jetblue ever consider coming to memphis  need some trueblue service and fares badly,1.0
united appreciated but in this case we waited an extra 55 minutes for a lost mechanic to fax the log faxlike in the 80s,0.0
usairways landed safely everything worked out,2.0
jetblue i hope so the plane does appear to be leaving a nearby terminal for our gate,1.0
united is to airlines as comcast xfinity is to cableinternet,0.0
usairways any updates on flight 1917 from philly to la  been sitting at gate for close to 2 hours,0.0
southwestair bad enough that there is no seat assigned hes  seating at an exit seat and a male flight attendant removes him from there,0.0
americanair refund,0.0
southwestair bad weather and multiple cancelled flighted flights has us all scared  noted for next time,0.0
united uhuhgroup trying to get out of nashville and into iad today instead of tomorrowwhy be preemptive though httpstcoybv0xaowkv,1.0
southwestair sureill send a message now,1.0
jetblue offering special fares to gopuregrenada discovergrenada httptcombcehcszx3 caribbejan islandexpert httptco2zm4jkalzl,1.0
usairways you are despicable the flight plan was lost now weve been sitting on the tarmac for an hour its a 45 min flight,0.0
southwestair i think me and my group could use some nice cold drinks once we get in the airwe are all over 21 ,1.0
united i think this is the best first class i have ever gotten  denver to lax and its wonderful,2.0
americanair can you connect me to a person without having to wait 2 hours on hold i still havent been able to resolve the problem,0.0
usairways obj3 even airlines are scheming to get a follow from obj lmaooo ,1.0
virginamerica well i didnt...but now i do d,2.0
usairways never mind that you could have told the gate i was on my way  you could delay 10 mins but not 15,0.0
americanair thank you for the acknowledgement the ife didnt work all that well anyway so maybe time to upgrade to lower profile system,0.0
americanair 1416 cancelled flightled cant get out for two days no explanation,0.0
united great to hear thankyou so much greatly appreciate your replies feel much more settled now,2.0
united thanks kp please also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class,2.0
united you really need a better system for handling cancelled flightled flights httptco3ubcoasyws,0.0
united my flight was already cancelled flightled this morning because of a snow storm in denver and now im in dc waiting for a pilot to get on,0.0
united i have been denied not sure how you charge 150 one way then 25 on way hime,0.0
americanair no it isnt   sheer incompetence was reigning at dfw today i was there on a plane on the gd runway i doubt you were,0.0
americanair robocalls me with another cancelled flightation and then when i don't accept the change it won't let me connect to an agent just wow,0.0
"""jetblue analystdoc unfortunately thats not an available option with our current system sorry guys thats a certain fail fix it plz",0.0
united thanks for trying to take my money without notice in any other industry you cancelled flight a service a refund is issued cont...,0.0
jetblue well lucky i only fly jbi guess i would be even more squished on any other airline ,2.0
southwestair i was helped by a nice lady at phx checkin i spent 4 hours on hold in 24 hours so might want to look at efficiency there,0.0
americanair already spoke to that line unwilling to help  really poor support hitawall,0.0
americanair guys 5350 in dfw  stuck at the gate for half an hour  do we pull the slide or what,0.0
united no the entire problem here is that i was never sent anything via email and only given a flight booking problems number over the phone,0.0
usairways already tried how about conf  via dm,0.0
united can you dm me been on hold with customer service very long time 53 min  and getting the runaround thanks,0.0
keep waiting time does not cost anything for jetblue hundreds people how payed thousand dollars with no feedback httptcoji2pg4gom9,0.0
virginamerica too bad you say it takes 10 to 14 days via your confirmation email when i inquired after 3 weeks you claim 6 to 8 weeks,0.0
jetblue but the 4 hour policy when i called and they said i didnt report it soon enough what would have changed if i had noticed sooner,0.0
jetblue thank you for the service credit and to pamgrout for positive thoughts,2.0
southwestair i use to luv swa but after an hour and counting on hold for a flight they cancelled flighted on me noluv,0.0
southwestair you completely let me down tonight your gate agents ambivalence is just too much how sad for you amp me,0.0
united yes on a nonstop to memphis tomorrow morning with the snow coming in i got my fingers crossed it will go,1.0
united unitedappeals gg8929 what kind of hypocrisy is that only cancelled flightling tickets with bad exchange rate if in your advantage united,0.0
united keep the flights cheap and earlyon time and you are good flew americanair  and cancelled flightled my flight 4 times last month unitedgt,2.0
usairways is moving the plane to the end of the runway for us to sit on it for an hour and a half they didnt even let us off,0.0
southwestair great flight and great view httptcoaufm4xdaj2,2.0
americanair usairways maam if you have a complaint you should visit our customer service desk sees line 45 people deep,0.0
jetblue my wife was with our dog  they wouldnt even let her out off the plane  my daughter was at newburgh lives close by so wrong,0.0
southwestair yes  with extra 77 i wonder what are you going yo loose if there is room,0.0
jetblue when will the system be up and running,1.0
americanair why are customer svc reps unable to handle calls is there a 24hrs cancelled flightlation policy booked yesterday need to cancelled flight,0.0
united truly the worst day of flying i have ever experienced,0.0
usairways plz plz plz hold 4438 to eyw the 810 phl gtclt is sooo late flight gonna miss the connection for jabevan221 s 40th gth239,0.0
jetblue remember  im very doubtful and not very hopeful ,0.0
united splitting up my flights quadruples the price,0.0
jetblue im getting info from the website but needing to check it and the alerts would be much more beneficial,1.0
usairways yes there is horrible snow but seriously can you not hire more people to answer the phones competitor have call back numbers,0.0
united looks like they came through thanks again for the help,2.0
southwestair big thanks to your team family emerg same day ticket experience was excellent 1st time flying with yall not my last,2.0
jetblue a voucher i cant believe i took this risk not only was the plane terribly filthy and i had 15 screaming babies in my face,0.0
usairways ive been on hold for 40 minutes just to get a receipt i know you guys are busy but i think its time to higher more staff,0.0
united do you have plans for an ipad app  the iphone app is great but on the  ipad you have to flip the ipad  is there a beta tks,1.0
united messaged you as requested and called your baggage team again its still in newark please help or let me know next steps,0.0
americanair you cxl both my flights tofrom dfw to cll wo notice then treat me like trash on the phone and offer no compensation wth,0.0
jetblue terrible landing on 915,0.0
jetblue  anywhere away from this snow globe to warmth sand and palm trees,1.0
americanair attached original ticket flight number was 1672 isnt the experience i thought i would have terrible httptco5sdlyn9mss,0.0
southwestair boooo   dont be like the other airlines  httptcowhagpknnlf,0.0
united why are you charging people to see the freaking flight map httpstcoagpb45v8wt,0.0
southwestair wifi on my plane but i gotta pay for it help your broke homegirl out,0.0
southwestair quick question  i bought wifi for my phone do i have to buy it again on my tablet i have 9 hours left on my trip,1.0
usairways  please dont go to the check in process americanair uses at mco its an absolute disaster,0.0
southwestair thanks to ellamae at las counter for going above and beyond to help us get back to abq after our flight was cancelled flightled,2.0
americanair nicest people ever flight to chicagothanks david deane amp norma sedholm for making me feel comfortable ,2.0
united i will as soon as i am done with my article  thanks  tom,2.0
usairways if you actually cared about what you did it would be one thing sounds like you dont like being told how lousy your service is,0.0
united thanks for remembering to load my bag onto my connecting flight oh wait you forgot iceland should be fun with no clothes,0.0
americanair qsvgru when would the next flight arrive,1.0
united if its any consolation your staff was stellar just not the hour delays i encountered with every one of my 4 flights,0.0
usairways if you mean by posted no usair empl to direct anyone 800 not accepting calls no contact from usair re rebook greatjob,0.0
usairways this made me have to cancelled flight my car reservation and it came out to more moneywhy did you reschedule a time without the crew,0.0
virginamerica i need you to follow back in order to dm,1.0
americanair how do i check reservation for joe watson and kelsey jennings we were on hold for 2 hours waiting for call back now eta,0.0
americanair how can i get travel question answered quickly online and calling not helping with this busy day,0.0
jetblue any way to get 2 ppl on standby list for flight 1970 fll to bos trying to find way home,1.0
usairways flights to dfw cancelled flightled today,1.0
united it most certainly was not,0.0
united not fast enough  no excuse for service between big hubs to have such outdated craft southwest has wifi this is awful,0.0
jetblue well i fly into huntsville al but id take either nashville or birmingham too,1.0
united at the gate iad to rdu,1.0
united no because you will charge me or delay me further united 1612 still waiting,0.0
americanair pretty frustrating when you cant even stay on hold to get help after a flight cancelled flightation,0.0
southwestair  at fort launder dale and the gate agent cant switch flights to an earlier flight but we can on our phoneridiculous,0.0
jetblue suck and their customer services are the worst  whats the point of having a loyalty scheme that they dont honor badairline,0.0
united you had us reboard without the captain  so now well be sitting in here for another 20 min httptcoeerekdf9fq,0.0
united i forgot that intl flights out of lax dont go from intl terminal easiest recheck in ever woo,2.0
usairways horrible service wrong plane arrived many confirmed passengers could not get on flight we paid for due to lack of seats flight,0.0
united coach interior on ua 992 looked like it was salvaged from the 80s tiny unusable video no power amp lifevests on the floor ua992 ...,0.0
united a generic form with tons of fields asking for info you already  expected more as a premier platinum another servicefail,0.0
jetblue thank you alicia  exceptionalservice,2.0
southwestair yall are fast we already have our 5 winners congrats,2.0
southwestair never felt better taken care of indian aunties are the gold standard thanks aruna httptcoaypyaduy6a,2.0
jetblue and have empty help desks,0.0
southwestair love your tv ad with the girl dancing makes me laugh every time and now i want to take a trip ,2.0
usairways oh the irony a dog who will not spot barking in waiting area is now right in front of me please send me a cocktail coupon stat,0.0
southwestair only 1 guest needs to change a flight on a reservation of 2 how can i do it i need this to happen say it canplease help,1.0
jetblue thank you but that isnt really responding to my request is it you are sending me into a generic environment on your site,0.0
southwestair  tried to leave monday all other planes left but mine now this one keeps getting delayed missed work have to pay for a cab,0.0
united hi booked a flight yesterday and received an email w confirmation number but today i got this error no active flight segments,1.0
southwestair  thanks southwest for saving our trip my sweetheart isnt going to miss seeing altonbrownlive thanks to yall sohappy,2.0
united we followed the baggage rules on your website and was still charges 150 but only going one way,0.0
usairways need help with a flight weather  funeral  tough combination on hold for over an hour please,0.0
"""jetblue our fleets on fleek httptcorlwbj80ma5"" r u serious",1.0
jetblue and wsj team up offering inflight access to journal content httptcoptsbka4cdj,1.0
united  great way to start my vacation with an on time departure looking forward to my global first class suite,2.0
jetblue i want to enter the family pooling contest it says by 219 on the website can i please enter still,1.0
usairways i tried speaking to multiple people at your reservations desk after 30 min on hold waivethefee poorcustomerservice neptune,0.0
usairways flight 645 to phoenix deboards passengers going to salt lake city because they cant resolve a simple bathroom issue fail,0.0
usairways takes my money at once but then requires 7 to 10 days to process a refund why does your auto attendant hang up usairwaysfail,0.0
americanair yes it says it should be deliver within 6 hours after pick up line,2.0
united i just had an interview how long does it take before you hear back,1.0
united the only thing you fella have done right today is get me to the pacific time zone,2.0
southwestair this has to be the best video i have seen ever  teamspirit httpstcox5jena7nye,2.0
united they had record of it being at denver on the concourse prior to me gettin on the shuttle i just want to confirm its location,0.0
usairways its very difficult to work with baggage claims when they dont answer the phone,0.0
southwestair completely understand act of god weatherrelate flightd cancelled flightlation but 4 days without reimbursement of any kind is unacceptable,0.0
jetblue thanks for the quick response fingers crossed the plane gets here then,2.0
southwestair leeannhealey i was all yeah sale fares i got places to fly oh damn right i live where swa doesnt fly why,0.0
"""jetblue our fleets on fleek httptco5xgnyhgafz"" this is what i hate",0.0
southwestair so important to accept others for who they are swadiversity,1.0
usairways americanair you knowhockey sticks are expensive your baggage handlers shouldnt just be throwing them on the cart,0.0
americanair this is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,0.0
usairways absolutely,1.0
usairways i was re accommodated for my dsm flight tonight after a delay from myrtle beach now the flight to dsm is back on for tonight,0.0
usairways flt 4439 is on the ground but you dont have a gate for us at dca why is this happening,0.0
united we cant all be american airlines i suppose httptco0ewj7oklji,0.0
usairways patience is what my connecting flight will need why do you guys do this to me every time i travel every single time,0.0
usairways why arent twitter and reservations connected what do people want reservations duh,0.0
americanair robinreda being stuck two days in the airport is not something pretty normal i am positive you can find a plane to europe,0.0
southwestair i left my ipad on my flight 1831 from erw to den i opened claim 442998 it has so many memories on it plz help get it back,0.0
usairways i want an icecream baby,1.0
never got to the strip that fast before stoked for special imaginedragons show tonight thx again southwestair httptcotopqmvqnjp,2.0
jetblue whatever your lil mint heart desires httptcowmx12f33zc,1.0
united my flight from mco has been delayed amp scheduled to arrive after my connection departs what options do i have,0.0
southwestair ugh kicking myself for missing out on destinationdragons i need some imaginedragons back in my life  httptcosbehi46bmk,1.0
jetblue kudos and were done and heading to warmer weather,2.0
usairways if i'm unable to use my departing flight can i still use the returning flight,1.0
americanair i appreciate your apology sincerely thank you thats really all i ever wanted to begin with,2.0
"united i would like to talk to a customer service agent about the service  non service i received on my last flight a a week or so a go
j",0.0
usairways  maybe you should drive usairwaysfail,1.0
americanair are flights leaving dallas right now in maui trying to figure out how delayed flight 7 is going to be,0.0
southwestair can i get any kind of update on the delayed flight from boston to houston at 730 really need to be back home tonight,0.0
united i did already rebook and now i will miss my first appointments in london tomorrow morning thanks for ruining my trip  again,0.0
americanair flight from jfk to ege was cxld after on runway for an hour flight moved to 7am but they wont give luggage back nice,0.0
usairways if i apply for ur credit card do you automatically get the companion certificate or do i have to wait for it,1.0
usairways will the nightmare ever end just found out our flight today is delayed due to ground handling delays affecting a prior flight,0.0
jetblue using jetblue air miles,1.0
americanair need to go frm tpa to mci tmrw amp my connection thru dfw is cancelled flightled can u connect me thru a diff city been on hold for 2 hrs,0.0
jetblue poor storm customer service 1hr takeoff delay waiting for the snack cart rude steward no names and i love you guys trueblue,0.0
americanair thank you for doing the best you could to get me rebooked agent on phone amp addtl resolution on dm was very much appreciated,2.0
americanair you changed my aadvantage travel plans amp i called 8004337300 to get help but it sea ur too busy amp hangs up on me what gives,0.0
united i understand thanks,1.0
americanair thank you for the update,2.0
jetblue im disappointed my flight was cancelled flighted mostly because i was excited to listen to the song im blue while flying on jetblue,0.0
united you suck,0.0
jetblue thanks,2.0
united ewr ppl told me to call 1800 have 2xday since monday still at layover loc have that ref  tho any help appreciated,0.0
southwestair to the rescue sundown in chicago next stop san antonio httptcorqbpmwettq,1.0
jetblue letting me down in san fran no media rate whats the deal looks like this is the last time i fly anywhere with you,0.0
united any news about the departure of the flight ua51,1.0
united i will never fly with you again i went on vacation this week and you lost my bags both ways now i have no clothes thankyou,0.0
americanair why is raleigh not on the updated southern states advisory,0.0
united the nightmare continues httptcotsvgbrl15f,0.0
usairways  ok my 4th try todaygiving up at 1245am after 138 minute hold time terrible httptcops9q9rpsil,0.0
americanair i fly american because of family but severe weather excuse so i cant call to make change why have a computer if u cant modify,0.0
southwestair still havent been able to get through thanks for responding,1.0
americanair thanks he is,2.0
southwestair change your hold music going on hour 3 and im about to loose it,0.0
southwestair bag in possession but no clothes in bag,0.0
americanair thanks for your canned response that makes it look like you care about your customers im sure all twitter users fall for it,0.0
usairways i just checked in online for tomorrows flight  thought i should get auto upgrade already got the email saying no seats,1.0
united san diego to chicago leaving at 615 am tomorrow,1.0
united were stuck at ogg looks like flight will be cancelled flightled can you help ,0.0
americanair good morning  wondering why my pretsa check was not on my boarding pass this morning,1.0
southwestair on hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold  unacceptable,0.0
americanair still on hold after you hung up on me the first time another 45 minutes httptcoimrlau77ih,0.0
power moves rt jetblue our fleets on fleek httptcot9s68korsn,2.0
united nope  still no one helped me  giving up on united badservice,0.0
americanair lady at b1 abq for 5347 on 223 was of a great service to all among several cancelled flightlations,2.0
americanair is the situation at jfk this evening is going to get better or worse  do not cancelled flight a flight like yesterday after 8h delayed,0.0
americanair rldelahunty record loaaret got email we couldnt get rescheduled on another flight but dont know if flight is cancelled flightled,0.0
usairways also can you explain why when i checked in on the us airways site amp picked standby for 1st i was not put on the list,1.0
usairways emailed them a week ago and still nothing,0.0
southwestair you should know the crew today on flight 1071 aus to pdx was awesome swa,2.0
americanair beantownmatty sounds like a date,2.0
southwestair betsy is the besty gettin stuck at las might not be bad for mostbut i want home homewardbound betsy besty thankyou,0.0
usairways three hour delay from miami to london  none of the other flights today are delayed put me on another flight,0.0
usairways so upset with customer service i have a simple question and the phone system has disconnected me all day today and yesterday,0.0
virginamerica i have lots of flights to book and your site it not working ive been on the phone waiting for over 10 minutes,0.0
usairways after sitting on the runway for 3 hours i had to leave the airport wo my luggage is this ur 1st day,0.0
usairways found great prices thru us air for honeymoon website wont work and been on hold for more than a hour now after being told 10 min,0.0
jetblue your agents at iad have compounded this problem by not making any announcements jetbluemess,0.0
americanair americanair how do you expect to do that,0.0
americanair  dear american when did 2 hour hold times become the industry standard  have you heard of additional staffing during weather,0.0
stop usingthisword if youre a company rt jetblue our fleets on fleek httptcofd2tnyctrb,0.0
united seriously 24 hrs to get bags from iad intl arvls to carousel 2 for custs wcancelled flightled connects i understand irrops but ridiculous,0.0
southwestair is it possible to add companion to only the 2nd leg of a trip,1.0
usairways is utterly unreliable they didnt schedule a pilot for their us624 flight out of seattle  flights are delayed usairwaysfail,0.0
usairways i'll do that in addition to reviewing on my blog your agents were pleasant but the experience was less than ,0.0
usairways us 728 returned to gate to get mel sticker oh look we heard from pilot no clue what an mel sticker is anyone,0.0
usairways can they change to correct last name did via reservations already but said cant change ticket name,1.0
southwestair 20 minutes on hold waiting is ridiculous,0.0
usairways you are the best follow me please,2.0
"why lord why""jetblue our fleets on fleek httptconlzs1ehnee""",1.0
united thanks lol ua6259 will wait for us per flightaware same tail number as ua5525 ,2.0
jetblue is blaming tsa for flight 584 luggage debacle  luggagegate,0.0
nice try americanair i heard your crew whisper shes still at the hotel she probably doesnt think she has to work until tomorrow,0.0
united no ua 6 finally cancelled flighted after hrs of delay the replacement flight leaves late flightr than this one was scheduled tomorrow not cool,0.0
jetblue the big board says we arent leaving until after 830 ,0.0
usairways is there nothing that can be done online to help i bought these as a birthday present just trying to be able to afford a change,1.0
americanair thank you for replying trying to figure out how to get from there from dfw,2.0
usairways any way to tell our gate we are going stuck on tarmack intl flt flt 878 going to elm gate f6,0.0
virginamerica  too many apologies you r the worse airlines dont even respond to your cudtomers,0.0
southwestair me again i was just trying to rebook fare on wanna get away pricing and it disappeared in time i refreshed is this normal,0.0
jetblue thank you appreciate that,2.0
virginamerica why is it taking 12 years to fly home to dallas get your shit together,0.0
usairways stop cancelled flighting flights over and over and not provide any real help to your customers strandedinnashville,0.0
americanair there is a fat man stuck in your airplanes bathroom,0.0
virginamerica ladygaga carrieunderwood sorry mary martin had it first,1.0
americanair i was on a flight for tomorrow and my reservation is coming up  help me,1.0
usairways you are horrendous  pull your shit together,0.0
united hi i am flying domestic first from sea to hnl can i pay to use the lounge before i fly or this is just for international thanks,1.0
united why so i can waste more of time on this airline to get an automated message disappointing as always,0.0
united your customer service is terrible,0.0
southwestair where is mines,1.0
usairways its vegas baby who doesnt have a good time in vegas lol,1.0
usairways  if you can waive a fee at time of cancelled flightation you can waive it at a future date usairways ripoff poorcustomerservice,0.0
united how can u not have gate ready or gate agent for going on hour two,0.0
united why dont you allow families with small children to board first anymore our next flight will be on another airline,0.0
united u guys did it again changed ages and double booked seats so i had to ive even though i have platinum and the other person none,0.0
southwestair thx make it right help meagan fouty brancato fl2771 dfw gate 4 preboard wkids  b4 group a please please,2.0
united i feel very well informed yes the flight is indeed delayed thank you httptcofuchzrzjg5,0.0
americanair i am trying to add my tsa pre check number to my reservation online and dont see an option to do that nosecuritylines,0.0
usairways beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked  yorkshire2002,0.0
united or frontier  httptcon8winfu6c5,1.0
usairways tyvm usair happy night lt3,2.0
united again i ask who can i call to get this fixed tweeting me bs questions to stall only makes things worse phone number please,0.0
americanair understood thanks anyway,2.0
americanair i have almost 3 million miles w u so i am loyal to u  when r u going to reciprocate  what a joke,0.0
usairways i was told there is no record of my refund  can someone please help me this has been a long day,0.0
usairways please improve your phone system going through multiple prompts amp menus just to be told to call back late flightr  major fail,0.0
"""usairways annettenaif we appreciate the shoutout for roberto dm your confirmation code so we can forward your kind words"" sent",1.0
united by the way a simple apology goes a long way even if its a hollow one its obvious that you dont care about me or my wellbeing,0.0
united rude rude,0.0
united what incentive do i have to give you another chance,0.0
jetblues valentinesday email was on point amp so clever thanks for being amazing jetblue loveisintheair httptcodocmvotwti,2.0
southwestair yes please,2.0
southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day but,0.0
usairways rebooked me after i missed my flightnever called me and i didnt check my email  i cont httptcoutfdhxa8pu,0.0
usairways thank you but it says the website is down,1.0
americanair no email no phone call no nothing youve screwed with my flight and my familyfriends flights you cancelled flighted reservations for,0.0
americanair fcuk you shit service you got no fans,0.0
usairways your lack of customer service has shined i need you to step up and get my lost baggage to delta so they can return it to me,0.0
southwestair that guy was the flight attendant on my last flight... he was hilarious ,2.0
scm1133 usairways we hate delays have you tried any of these httptco7stktjxan1 although were not sure what a timbit is,0.0
jetblue thats not an option for us so how can we help each other fix this i wouldve made the change earlier if given accurate info,0.0
americanair has the worst flights and customer service this is the second time ive been cancelled flighted gotta pay for hotel and find rides now,0.0
southwestair unfortunately once the call was answered service was horrid swa was the rolemodel of finger pointing amp excuses disappointed,0.0
americanair dont worry you wont steal my money again,0.0
usairways 8 hour delay phomia your airline is bad and getting worse foolish for american to merge  you treat your customers like crap,0.0
jetblue love traveling with jetblue cant wait to go to paris oui oui nyc was awesomeee,2.0
americanair  800 number will not even let you wait for next customer rep very frustrating cant talk to humans,0.0
americanair not good enough no info communicated at any point  just silence for hours as we sat oh and then seat was broken worst,0.0
jetblue washington dc ,1.0
united what do you have in mind,1.0
jetblue thank you for opening the conversation  i hope you can make it right,1.0
virginamerica fyi the infovirginamericacom email address you say to contact in password reset emails doesnt exist emails bounce,0.0
united hi yes need a free hotel stay in honalulu due to 4 hour delayua53 since we will miss our second flight to kauai,0.0
americanair thanks  idk if it still late flight but i hope i get it tonight ,2.0
united yeah i tried that about 10 times for two different tickets and it told me to try again late flightr,0.0
usairways hi there i am flying myrcltord tomorrow is weather looking ok or problematic,1.0
jetblue ticket issued whilst delivering your customers,0.0
united lost my wallet on flight 1007 yesterday from houston to bogota filled out your online form no response yet,0.0
usairways thank you for reaching out to me hopefully my request will be fixed and i can remain a loyal customer,0.0
americanair no no no you dm me i pay you money and you want to me to reach out to you for help how about the other way around,0.0
southwestair just sent another 4 drink couponsi think i have over 30 coupons now free drinks anyone,2.0
usairways southern hospitality luggage delivery service from sav is awful great  delivering empty promises but not luggage 8hrsampwaiting,0.0
united that would be great  1k us651621,2.0
southwestair done sorry i thought i was already,1.0
southwestair  been on hold  for 2 12 hrs cant get 2 airport 4 flight icy country backroads help pls southwestair  bna,0.0
united checking to see why flight 3466 atlord got cancelled flighted,0.0
americanair my flight 386 from jacksonville fl to dallas is showing cancelled flightled what is going on  am i rebooked on another flight,0.0
united flight was scheduled for 1156 its 105 and we havent moved i have never been on a flight where everyone moved without a sense,0.0
americanair i tried to book a rwrd and was told i couldnt bought tix on usair now aano choice didnt bother to  aadv with this svc,0.0
ninadavuluri we think its a treat to have you onboard enjoy your flight ,2.0
united  flight 1114 unfortunately this isnt an isolate flightd incident i havent waited less than 20min in years,0.0
usairways why does it cost 900 to change a 100 ticket when it only cost 150 to purchase a new ticket,0.0
americanair  and airsouthwest  had a flight from chicago to buffalo about an hour before our flight  do they not care about safety,0.0
united what is that going to do for you nothing just like you always do,0.0
americanair this is the biggest joke ive ever seen and will be telling everyone never to use you guys cause you are a joke,0.0
usairways yes with delta,1.0
jetblue token 7500 goodwill voucher for passengers stuck on flight 136 from phoenix today 3 hour mark how about a 27000 per passenger,0.0
united the os isnt controlled by me but rather verizonwireless   app is new,1.0
americanair are you expecting delayscancelled flightlations at dallas on 2526th due to the snow nothing like monday i hope,1.0
