,airline_sentiment,text
6806,2,jetblue longing to look into the blue eyes firstlove
6807,2,jetblue you all are the best flyfi  ondemand leatherseats hipunis legroom
6808,1,"sigh ""jetblue our fleets on fleek httptcow5nl0ay9bl"""
6809,1,jetblue  please start flying to guyana soon
6810,1,jetblue just leave certain things to the kids
6811,2,eatgregeat wowthx for thinking of us greg heard sobewff was amazing weve heard the same about jetblue ps thx for the info teamnkh
6812,2,jetblue annnndddd i just booked my flight that was easy
6813,0,jetblue thank you for credits however i submitted complaints about the property on vacation package hope you listen
6814,1,"""jetblue our fleets on fleek httptcoclu5pdprhp"" "
6815,2,jetblue thank you very much
6816,0,jetblue need your help im moving to dc amp i want to book a one way fare on your website it wont seem to let me am i missing something
6817,2,jetblue it will be glowing your crew and your aircraft sparkled you guys know about nokidhungry right might be a good partnership
6818,1,"jetblue jetbluecheeps my friend bought a ticket last night for one of these routes from you and it cost way more can you help"""
6819,1,jetblue i was returning from foodnetwork sobewff so i had limited carry on space in my tummy next flight ill try that snack
6820,2,jetblue glad you like it feel free to steal it
6821,2,jetblue your blue helped bring out the color of my eyes and i promise i didnt eat all the free snacks
6822,2,jetblue thanks to you customers like me stay loyal from check in to landing
6823,2,jetblue a320 pulling into the gate as the sunrises here at bostonlogan this morning jetbluesofly jetblue airbus httptcojgdu5us8dz
6824,2,jetblue thx for the quick response  yep i tried but it cant find the flight when i input the confirmation 
6825,2,jetblue wish everyone felt like you
6826,2,jetblue sounds great thank you 
6827,0,jetblue s once upon a sale that does not include btv as usual  jetbluehatesbtv
6828,0,jetblue cant link my flight from last week to my trublue account and 1800 num isnt answeringdont make me fly delta again dont do it
6829,2,jetblue was nice to see your veterans advantage program at the gate on sunday  mcokeep up the good work at  jetblue
6830,2,jetblue incredible pr team 
6831,2,jetblue thanks im finding lower fares already on other carriers with direct flights july 8  13
6832,0,jetblue if you can get us on a flight to vieques all will be good right now not looking promising
6833,0,jetblue i just dmd you
6834,1,jetblue offering special fares to gopuregrenada discovergrenada httptcombcehcszx3 caribbejan islandexpert httptco2zm4jkalzl
6835,1,jetblue i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true
6836,1,jetblue a month ago i had a flight booked but then had to cancelled flight it im now flight booking problems a separate flight for a different occasion
6837,1,jetblue hi friend question for you when you have a moment
6838,2,"""jetblue jannasaurusrex thanks for the kind words janna weappreciateyou trueblue"" and now im feeling like a boss jetbluefame"
6839,2,jetblue boarding the back of the airplane first like a boss sosmart jetblue frequentflyerappreciates alsoyayforsnacks
6840,2,jetblue sooo earlier i said i couldnt fly with you for my school trip but now i can 
6841,0,jetblue why was flight 1856 delayed to buffalo   it's a direct flight and the plane is at the gate
6842,0,jetblue we are missing our connecting transportation in puerto rico as a result need to get to vieques today
6843,0,jetblue we were supposed to be vieques by 3pm
6844,0,jetblue your customer service today was deplorable  there were plenty of ways u could have gotten us on that flight badcustomerservice
6845,0,jetblue absolutely the missed connection caused us to miss our ferry to vieques get us to vieques also flight vouchers prbound
6846,1,jetblue hi there any rough idea of when january 2016 flights will be made available
6847,0,jetblue why do this to me sending n598jb to uvf today and its a weekday why not a weekend 
6848,2,jetblue why are you always so amazing jetblue trueblue httptcoiimtjxcvlg
6849,0,jetblue ive experienced better service making connecting flight from united and americanair badcustomerservice jfk pr
6850,1,jetblue now out of a gates and into main terminal  dca natca members keeping watch from atct avgeek httptcohpsieaokwh
6851,2,jetblue great will do once i land in jfk
6852,0,jetblue service getting worse and worse plane cant fly waiting on a 2nd aircraft so much for planning
6853,2,jetblue haha ty do you know what time that lane opens at logan
6854,1,jetblue flight 1447 n351jb jblu arrives at flytpa following flight from westchester county airport httptcoxx2m2jxqep
6855,0,jetblue no seat assignment 5 mins before a flightline 20 people deep guess im sitting with the baggage marinadomine
6856,1,jetblue here we go again 2nd round trip to ca in a week trueblue
6857,2,jetblue sure is 
6858,1,jetblue wants customs at long beach airport for future international flights by ericbradleypt httptcoj6hb4jdver cc briansumers
6859,0,jetblue the worst flying experience ive ever suffered through id appreciate my money back
6860,2,jetblue after my second call to customer service and the fifth person i talked to an amazing rep fixed it in about 5 mins  persistence
6861,1,rt jetblue our fleets on fleek httptcowezumdimyf
6862,2,jetblue thanks so much
6863,0,jetblue my wife sent me a family invite but i never accepted it she should not be locked into a family account that never got created
6864,1,jetblue hey guys do you have a tail number assigned yet to flight 1373 for tomorrow
6865,0,jetblue i spent an hour on the phone with customer service only to find out that they cant help need help with family pooling asap
6866,1,at the airport ready to get this jetblue red eye going soooooo sleepy  noplacelikehome eventhoughits2degreesathome
6867,0,jetblue customer service says since my wife setup a family account that she now cant join mine for a year  help me fix please
6868,0,jetblue full to capacity i also pid extra for these seats perhaps the crew could be more helpful
6869,0,jetblue we have twice they said they cant dim those lights but they did on our first flight
6870,1,"""jetblue maatkare67 we hope youre still our bae tatianaking thewayoftheid""haa man"
6871,1,jetblue its domestic i just wanted more of an idea so i dont get surprised
6872,2,jetblue that makes two of us lol blushing
6873,1,jetblue would a storage container like this green one be acceptable to check in with luggage 18gal totes httptcomjtk2sfuhg
6874,2,jetblue happy anniversary its hard to believe youre 15 youre so young
6875,0,jetblue jfk nyc staff is amazing the lax jetblue sending an email with details but it was a disappointing experience jetbluecheeps
6876,2,jetblue 1680 super smooth flight and landing nicely done
6877,1,jetblue try harder take a winners attitude to your work
6878,0,jetblue you can do better than this and you can do better for me and all the passengers flight108 jfk to pwm
6879,0,jetblue we would have been up in the air by now now our new plane weve been redirected to has mechanical errors aka more delays 23
6880,0,jetblue you delay all my flights then you redirect my gate then you tell me had we stuck with the original gate we would have 13
6881,1,"""jetblue our fleets on fleek httptcovxn2j36m7v"" this happened"
6882,0,jetblue  definitely no note from whoever stole from me
6883,0,jetblue but the 4 hour policy when i called and they said i didnt report it soon enough what would have changed if i had noticed sooner
6884,0,jetblue  hopefully that will help someone in the future would there have been a different procedure if i had discovered the theft sooner
6885,0,jetblue  i did that as soon as i realized will they try to figure out who is stealing from peoples bags security cameras anything
6886,0,jetblue  i did but since i was stranded in syr without a ride i missed the window of opportunity to have rights in this matter 4 hours
6887,0,jetblue absolutely no worries im just never flying with you again ever even i have to hitch hike cross country passengersarepeople
6888,0,jetblue dont lose my luggage
6889,0,jetblue you just directed me to your mobile website where is the direct link get it together
6890,0,jetblue if i had made as many mistakes as you in as short a period of time i would i have lost my job at this point
6891,0,jetblue i understand why ur doing it but for someone who just traveled 2 hours to get here early relax b4 flight etc adv notice maybe
6892,0,jetblue not one of my four flights this trip has been on time what the hell is your companies problem
6893,1,stop this madness rt jetblue our fleets on fleek httptco7x9usbj2fv
6894,1,jetblue i cant find a good photo of it you got one goodnight
6895,2,jetblue fyi im onboard 616 comfortably travelling to jfk seat was no problem as you said thanks for making flying more civilized
6896,2,jetblue i like  follow jetblue 
6897,1,jetblue or she 
6898,0,jetblue datingrev mco to lag two hour delay and sitting in tarmac going on 40 minutes with infants crying on plane get us off this plane
6899,0,jetblue what maintenance  the flight landed from jamaica has to go through security then get to term 3 then cleaned then board
6900,0,jetblue thats not a answer
6901,1,jetblue if i ask ask the pilot will he tell me the name of our aiecraft
6902,1,jetblue airport code test go slc  bos mco
6903,1,"""jetblue our fleets on fleek httptcobbm6pabort"" ltltnow that is fuckin funny "
6904,1,jetblue do you have any flights with lie flat seating from stl to pdx on or around the date of march 5
6905,1,jetblue formally requests lbairport and longbeachcity to establish customs facilities for international flights httptcojbyvmsod29
6906,0,see what you started now nytimes rt jetblue our fleets on fleek httptcoatd2sm8hf4
6907,0,jetblue navigating through 2 rebooks due to flu amp ice to visit my mother  your cs reps have been so very helpful patient and friendly
6908,1,jetblue are all of your flights out of charleston tomorrow ontime or is there a possibility for delayscancelled flightlations
6909,0,jetblue well our plane just landed at the international terminal so they announced the 10 pm new time
6910,0,jetblue there were seats but after waiting on hold for 20 minutes they were gonenow she has to stay another night in charlestonvery pricy
6911,0,jetblue not ok to cancelled flight flight 1274 tmrw for weather amp to rebook 4 flight the next day when there is flight tmrw night no compensation
6912,0,jetblue i guess you werent able to do anything to improve the time and now it looks even late flightr going to be a zombie tomorrow
6913,1,"welp ""jetblue our fleets on fleek httptcokwuek1ukbc"""
6914,1,jetblue plan to repair its brand httptcoui9m8ypzh2 via wsj
6915,1,jetblue ok is i hope thy the bahamas next
6916,1,"""jetblue our fleets on fleek httptco7xmav13g2w"" httptcoela7tntcir"
6917,2,jetblue not trying to make you look bad on your website it says due to weather in the charleston nc its actually in sc not nc
6918,1,jetblue can your people working this contact me i have a project in the works
6919,1,jetblue when chging flight isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption
6920,0,jetblue were home you guys recovered now we can laugh about it and the extra day in barbados will you open cuba soon
6921,0,"jetblue am i the only one who had to look that up i must be getting old
 damn"
6922,1,"oh yeah rt jetblue our fleets on fleek httptcoftv2nwwqf1"""
6923,1,jetblue when are you guys flying it froward in the bahamas
6924,1,"""jetblue our fleets on fleek httptcom2wsg2olgo"" "
6925,2,jetblue btw thanks for responding quickly
6926,1,jetblue no its weird i picked other cities just to test those workednot the one i want works on phone though so ill use that
6927,0,jetblue flight for tomorrow morning cancelled flighted amp cant seem to rebook me they cant even get me a seat no clear answer on why cancelled flighted
6928,1,listen im not gonna deny this but rt jetblue our fleets on fleek httptcoenxv64rkbu
6929,1,rt jetblue our fleets on fleek httptcodsdebodmel
6930,2,jetblue you found my camera  thank you  you rock
6931,1,"""jetblue our fleets on fleek httptcog97habyep5""

smh"
6932,1,"how sway how ""jetblue our fleets on fleek httptcotqc96tkci9"""
6933,1,"um wut ""jetblue our fleets on fleek httptcom4uwcpxtxj"""
6934,1,alright someone has to stop this rt jetblue our fleets on fleek httptcolchvjolidg
6935,2,stop please rt jetblue our fleets on fleek httptcoeul6sdurbu
6936,1,jetblue shut the door on your way out 
6937,0,jetblue does transferring trueblue points within family pooling members cost  this is after having set up contributiontopool already
6938,2,jetblue gotcha thanks for the update im ready to go whenever you are  enjoy your evening
6939,1,jetblue our nonprofit arc would love tickets as we rely on airlines for extractions in saving abducted children and returning them home
6940,0,jetblue gotcha but lessening the delay  that parts not happening right
6941,0,social agencies this is why we cant have nice things jetblue our fleets on fleek httptcoqrxz0bgbtq
6942,1,jetblue  rt wmcactionnews5 new airline expected to make its way to mem httptcogbd5r1olsi
6943,1,jetblue  rt wmcactionnews5 new airline expected to make its way to mem httptcovo3eqsepqh
6944,1,jetblue  rt wmcactionnews5 new airline expected to make its way to mem httptcop6eef1zwzc
6945,2,jetblue well thankfully theyve got a nice food court herewhen will an update be posted
6946,1,smh rt jetblue our fleets on fleek httptcoirixaifjjx
6947,1,jetblue bucketobolts same
6948,0,"""jetblue our fleets on fleek httptco7im9rhivyr"" plz stop"
6949,1,"""jetblue our fleets on fleek httptcotnkixxrxhb"" "
6950,1,jetblue ceos challenge appease passengers wall street  the columbian httptcopg96ys9asw
6951,1,jetblue weepysweetmonty i heard youre planning on letting people fly in the overhead compartments why would you do that
6952,0,jetblue mrjustyn i heard companies were studying popular lingo for advertising but this is just depressing and embarrassing
6953,0,stop jetblue
6954,0,jetblue any idea what caused the delay on flight 1316 fll gt jax 
6955,2,jetblue worked now ty
6956,1,jetblue im just saying change can be amazing like miami 
6957,0,jetblue app still saying i cant dm you
6958,1," lololololol ""jetblue our fleets on fleek httptcoyxswfq9tgp"""
6959,0,jetblue once again my flight is delayed i hope i dont miss my  connecting please dont fuck me i have a girlfriend 
6960,1,jetblue lmfao
6961,1,jetblue whats good with a miami terminal
6962,1,"""jetblue our fleets on fleek httptcompi4yuo9jr"" oh word"
6963,1,jetblue everyone is overreacting keep up your swag
6964,1,"""jetblue our fleets on fleek httptco5kshtue6q0"" "
6965,1,jetblue my mom always said to never settle if your chips aint blue you just wont do
6966,2,jetblue i would prefer a similar picture but full of e190 tails but great shot
6967,2,so relieved im flying jetblue after listening to everyone at the neighboring gate bitch about spirit my airlines better than yours
6968,2,"""jetblue our fleets on fleek httptcog12sn5qsqz"" no yall better than this"
6969,1,"""jetblue our fleets on fleek httptcolsybglf59j"" lets keep it professional"
6970,2,jetblue we had 2 great flights into and out of the bahamas even during the bad weather in the northeast thanks for the great service
6971,1,omgee jetblue onfleek why jetblue why  how many people even know what that means lol
6972,1,jetblues ceo battles to appease passengers and wall street  waterbury republican american httptcofw3cy8hgdj
6973,0,jetblue received a voucher but if you want to improve relations be up front with passengers
6974,1,"""jetblue our fleets on fleek httptcoajm3bhjvaa"" foh"
6975,2,jetblue so excited to hear about your move towards international travel from long beach airport
6976,1,jetblue two rows
6977,1,"""jetblue our fleets on fleek httptcotejrn09tfw"" noooooooooooooooooo"
6978,1,jetblue hi guys do you have a general enquires email address please thanks david
6979,2,jetblue thanks so much for talking to me the article about twitter chats came out great httptcorkorhvr9z1 contentmarketing
6980,0,jetblue three hours on s delayed flight staring a blank screen at least a heads up so you could download a movie
6981,0,jetblue i hate you for this  httpstcog4wwr6vbrq
6982,1,"ha ""jetblue our fleets on fleek httptcozqutus7epw"""
6983,0,jetblue you really should be more proactive with passengers when you know the entertainment system isnt working at least let me get a mag
6984,1,jetblue hi i flew with your airline once in australia and saw zero kangaroos had this been rectified
6985,1,"no they didnt  ""jetblue our fleets on fleek httptco58b7swrpmq"""
6986,1," ""jetblue our fleets on fleek httptcobbaonx9txd"""
6987,1,jetblue how do i know if my flight was deemed a dark flight
6988,1,"bruh ""jetblue our fleets on fleek httptcow9bqiw0aou"""
6989,1,jetblue ceo battles to appease passengers investors  toledo blade httptcor4xjxqrx1z
6990,1,jetblue how can i check that i do not believe i was given a credit for that automatically 
6991,1,"""jetblue our fleets on fleek httptcohovuaisg16"" wtf "
6992,1,"lol k ""jetblue our fleets on fleek httptcoiux94rgc83"""
6993,1,"""jetblue our fleets on fleek httptcoxx5qscjll1"" brandssayingbae freberg15"
6994,0,"noooo dont do it please dont do it rt jetblue our fleets on fleek httptcolsxji0ouvr"""
6995,1,"""jetblue our fleets on fleek httptcopr3oebc2n2"" lol wut"
6996,1, rt jetblue our fleets on fleek httptcox7ilzqdwe2
6997,1,"""jetblue our fleets on fleek httptco4llwi5oxvo"" lmfaooooo hook me up with a flight"
6998,1,"""jetblue our fleets on fleek httptcofvyzjldton"" "
6999,1,jetblue indeed it was not 
7000,0,jetblue we had some major planewide directtv issues yesterday system kept being reset by crew member
7001,0,jetblue not helping since theres a bunch of us trying to get off at the same time
7002,1,jetblue need to get my 3yrold to nassau from sea to meet her greatgranny she was named after  who just turned 103 flyingitforward
7003,1,jetblue just got the time to reply and share my thoughts in greater detail via web form
7004,1,yasssss da fuccc rt jetblue our fleets on fleek httptcooaj5mnucha
7005,2,jetblue you guys operate a world class company and for that i thank you
7006,1,"""jetblue our fleets on fleek httptcowe7pf5ll1y"" lol"
7007,1,"oh wow sm ""jetblue our fleets on fleek httptcol0i8fnz3ku"""
7008,1,real rt jetblue our fleets on fleek httptcoerzht75kqz
7009,0,jetblue we havent even gotten off the plane yet i cant afford to miss my flight back to boston ugh
7010,0,sorry for unfollowing jetblue
7011,0,jetblue we just landed in vegas but not allowed to leave the plane just yet thanks for making me miss my flight at 1 pm fustrated
7012,2,"jetblue loved the service from the staff at newark today 

good service goes along way

i appreciate your preciation  

nj tampa 

"
7013,1,"why lord why""jetblue our fleets on fleek httptconlzs1ehnee"""
7014,1,"""jetblue our fleets on fleek httptcopa7dcjxlzl""

cmon fam just no ok"
7015,1,jetblue lord
7016,1,"you dont have to do this ""jetblue our fleets on fleek httptcoizfofgjzui"""
7017,1,jetblue when can we start flight booking problems flights for november
7018,1,"""jetblue our fleets on fleek httptcocrfrwpc1sx"""
7019,2,dont show these to larry fedora rt jetblue our fleets on fleek httptcoqqlzk2jkzr
7020,1,"no""jetblue our fleets on fleek httptcougfckermrw"""
7021,1,"""jetblue our fleets on fleek httptcorlwbj80ma5"" r u serious"
7022,1,why we cant have nice things rt jetblue our fleets on fleek httptcohp9rppcvhx
7023,1, rt jetblue our fleets on fleek httptcorinzysk6ki
7024,1,"""jetblue our fleets on fleek httptco1incncav4n""  wow"
7025,2,jetblue lolol smyc88
7026,2,jetblue shows us their sense of humor with these tongueincheek flight etiquette videos httptcogguaa1jvdf
7027,0,just in case you needed confirmation that on fleek is dead amp gone rt jetblue our fleets on fleek httptcog4o6yx7tmj
7028,1,but why rt jetblue our fleets on fleek httptcow0hoaewhws
7029,0,jetblue fights air
7030,1,"""jetblue our fleets on fleek httptcoq16xvwg0l6""  i have to refrain what i want to say"
7031,1,"""jetblue our fleets on fleek httptcodxn58rxdks""jameskraw see"
7032,1,stahhppp rt jetblue our fleets on fleek httptcovhfjgneozo
7033,0,"no jetblue... just... no ""jetblue our fleets on fleek httptcomb3ipgs8zq"""
7034,0,brands stop this shit no stop rt jetblue our fleets on fleek httptcoskebqktxvx
7035,1,"too late flight rt ""jetblue our fleets on fleek httptconj5ga1gds5"""
7036,1,"who did this""jetblue our fleets on fleek httptcokhzrccyp2a"""
7037,0,this shits gotta stop rt jetblue our fleets on fleek httptcopeq90pqmpp
7038,2,jetblue true maybe wish i had expedited security haha
7039,1,jetblue i hate the internet lol
7040,2,"why ""jetblue our fleets on fleek httptcoa7nvbj8ipx"""
7041,0,cmon this is worse than jetbae rt jetblue our fleets on fleek httpstcoyzxfe7au22
7042,1,welllllll rt jetblue our fleets on fleek httptcodhhomg2kix
7043,1,"""jetblue our fleets on fleek httptcoghjbp5gg67"" why"
7044,1,peak caucasity rt jetblue our fleets on fleek httptcocsnrpvy9b9
7045,0,i hate you all rt jetblue our fleets on fleek httptcoutdfqf5wpa
7046,2,power moves rt jetblue our fleets on fleek httptcot9s68korsn
7047,0,sir rt jetblue our fleets on fleek httptcof5ixyw8xyb
7048,0,"stop this ""jetblue our fleets on fleek httptcoac6zwmuoon"""
7049,1,"jetblue reading the nytimes ""jetblue our fleets on fleek httptcolvirtdtqly"""
7050,0,"stop the madness jetblue our fleets on fleek httptcoq5a7jtki5k"""
7051,1,jetblue why bro
7052,1,"""jetblue our fleets on fleek httptcoukm4e99dz0"" lmaoooo "
7053,1,jetblue delete this tweet
7054,1,"""jetblue our fleets on fleek httptcoy5qe9hcqzt"" why"
7055,1,jetblue well duh my grandfather just got hired as a tsa agent and currently at pwm
7056,2,"lmfaooo ""jetblue our fleets on fleek httptco1g9rnmyuqe"""
7057,1,jetblue also my party  me and my sister and mom are on three separate reservations will tsa lets us go through together or alone
7058,0,jetblue tatianaking thewayoftheid i feel only a few free travel vouchers will assuage my indignation
7059,1,jetblue is there also a way i can get a printed one for my records i keep them whenever i fly 
7060,1,jetblue window exits give it away
7061,1,jetblue when i check in tomorrow morning for my flight on wens can i automatically add it to passbook
7062,1,jetblue   its all a320s right
7063,1,who okayd this rt jetblue our fleets on fleek httptcoknuvuovhub
7064,2,"lol you guys are so on it  me had this been 4 months ago""jetblue our fleets on fleek httptcolycarltfhl"""
7065,2,jetblue wow keeping up with the times
7066,1," can you not ""jetblue our fleets on fleek httptcoudpq0fliqo"""
7067,0,jetblue you respond to complaints about cultural appropriation with more of it  youre  now below spirit airlines on my fly list
7068,1," ""jetblue our fleets on fleek httptco46am1bsi2g"""
7069,0,jetblue not really i have a flight to catch at 1 pm in vegas im praying i dont miss the flight
7070,1,no rt jetblue our fleets on fleek
7071,1,"really  ""jetblue our fleets on fleek httptcov5qwkyxsw6"""
7072,1,jetblue tell the truth  this is a pic of your social media community managers isnt it httptcoe2axlqzwvh
7073,0,jetblue martysg spoke to corp customer support already  shame  probably a reasonable and cheaper resolution to be had  regards
7074,1,jetblue lol the fleet on fleek i see yall ballin new jets on deck
7075,1,"""jetblue our fleets on fleek httptcojm4geyxby5""lol"
7076,0,we didnt need this rt jetblue our fleets on fleek httptcocpzb285o71
7077,2,i always look forward to jb rt jetblue bostongarden  looking forward to welcoming you onboard 
7078,1,block me bike rt jetblue our fleets on fleek httptco2z3hgqprsg
7079,0,jetblue any info on why flight 704 from sju to jfk is already delayed 2 12 hours
7080,1,"jetblue awww manbut i need to buy this ticket today and be home the 1st of march

where do i go for thisor can you assist me "
7081,0,"""jetblue our fleets on fleek httptcovw2v8gvngq"" "
7082,1,jetblue which type plane is flt 1065 from bos to rsw
7083,1, rt jetblue our fleets on fleek httptco4kh92mkotz
7084,2,jetblue toss this ticketits great pr and im sure every college student following me will be willing to rock out wit too 
7085,1,"you know what  rt ""jetblue our fleets on fleek httptcowjyas2d94n"""
7086,1,"please explain ...... ""jetblue our fleets on fleek httptcovosizh17sl"""
7087,0,jetblue im sick of yall
7088,1," jetblue our fleets on fleek httptcok66srfnw77"""
7089,1,"""jetblue our fleets on fleek httptcoxaspqdsqhe"""
7090,2,"""jetblue our fleets on fleek httptco3kvkd8yrxa""  lol wow"
7091,1,jetblue with 3 kids and 11 days 340  doesnt work and its months in advance
7092,1,"on the brink of bankruptcy ""jetblue our fleets on fleek httptco01ldxn3qqq"""
7093,1,"jetblue you havent got me just yet

can a 1 way laxnyc cost me under 190"
7094,1,xx rt jetblue our fleets on fleek httptcoxxppzo88j1
7095,1,"jetblue or

how about a 1way laxnycarea under 190 is this possible "
7096,1,"""jetblue our fleets on fleek httptcocxttxv2lmp"" "
7097,1,"""jetblue our fleets on fleek httptcoar0vaylmfc"" really jet blue lmao"
7098,2,lovely rt jetblue our fleet's on fleek httptcohi6fl1ax9e
7099,1,jetblue sent
7100,0,"""jetblue our fleets on fleek httptco5xgnyhgafz"" this is what i hate"
7101,1,jetblue looking to for low rates bos to vegas in late flight june for 3 kids and myself for a sporting event any deals or breaks
7102,1,"jetblue tell me more 

because i need a 1 way to nyc and i might choose you"
7103,1,"rt ""jetblue our fleets on fleek httptcofraqdpkyga"" hellobrittney"
7104,0,rt jetblue our fleets on fleek httptconfjauw16vzlt
7105,1,stahp  rt jetblue our fleets on fleek httptcobm2unraoni
7106,1,"""jetblue our fleets on fleek httptcot2qbgamfpc"" this happened"
7107,1,jetblue but virgin has wifi 
7108,0,jet boooo  rt jetblue our fleets on fleek httptco0wbjawx7xd
7109,1," ""jetblue our fleets on fleek httptcoqavvlaxlkl"""
7110,0,"no no no bad airline bad bops you with newspaper ""jetblue maatkare67 we hope youre still our bae tatianaking thewayoftheid"""
7111,1,xx rt jetblue our fleets on fleek httptcoy39yzdpbvu
7112,2,"yall tried it jetblue our fleets on fleek httptco62godfaknb"""
7113,1,"""jetblue our fleets on fleek httptcomb0hvfqb1t""see what ihop started "
7114,1,"""jetblue our fleets on fleek httptcorkwugmanm9"" lmao you know a white person said this"
7115,0,can you not rt jetblue our fleets on fleek httptco413gial0yl
7116,0,why jetblue let someone from black twitter in their multimedia department
7117,1,"""jetblue our fleets on fleek httptcouhumaskldv"""
7118,1,rt jetblue our fleets on fleek httptco826pkiq5hi
7119,0,delete your account jetblue
7120,0,do less please jetblue
7121,2,jetblue my family and i are excited to see you too
7122,0, rt jetblue our fleets on fleek httptconcguzdgdaq
7123,0,"""jetblue our fleets on fleek httptco8o3scr5efw"" smh yall expect me to trust a childish airline with my life nah"
7124,2,jetblue i love flying with u but i have a question why is one of ur planes called ny jets
7125,1,"""jetblue our fleets on fleek httptcohez4jk4zsk"" huh"
7126,0,"""jetblue our fleets on fleek httptcotlgoihqkvs""  make it stop"
7127,1,"lmao yall ""jetblue our fleets on fleek httptcolqjt2jvoys"""
7128,2,jetblue sounds good
7129,1,jetblue courteroy lolz on fleek
7130,1,jetblue whos running your tweeter using the word fleek
7131,0,jetblue this is enough for me to stop flying jetblue
7132,0,stop usingthisword if youre a company rt jetblue our fleets on fleek httptcofd2tnyctrb
7133,2,"""jetblue our fleets on fleek httptcojmnkj6bmc2"" jet blizzue in the hizouse"
7134,0,"""jetblue our fleets on fleek httptcolv9hwqdk9a""

cant fly you anymore we had a good run "
7135,2,jetblue very excited for the first time this sunday march 1 i get to fly jetblue flight 123 mint from jfk looking forward 
7136,1,okay rt jetblue our fleets on fleek httptco6h5uezh4cv
7137,0,"""jetblue our fleets on fleek httptcoyzh4zrqm0i"" really jetblue fleek  hell no yall petty"
7138,1,"""jetblue our fleets on fleek httptcoh11jglw74l""ayyy "
7139,2,jetblue  hahah  love flying jet blue tho httptco7vee44macm
7140,1,"""jetblue our fleets on fleek httptcomfssh2uhue"" lmfao"
7141,2,"""jetblue our fleets on fleek httptcovouufrn4js"" yasss jetblue  tell them "
7142,0,jetblue i just booked a flight with you guys im reconsidering that decision now after reading this tweet
7143,1,"they didnt just tweet this nah rt ""jetblue our fleets on fleek httptco1yln1gx4qx"""
7144,2,jetblue lmfao i love it
7145,1,jetblue woof
7146,2,jetblue i have a little more time then thatlol well actually a lot more 36 days more but im just excited
7147,0,why  rt jetblue our fleets on fleek httptcoi7ut2zvhco
7148,1,"""jetblue our fleets on fleek httptco3ltx7jkbo9"" is fleek dead yet now"
7149,0,but are your flight attendants fucking tho rt jetblue our fleets on fleek httptcowgyztnjcxm
7150,1,"""jetblue our fleets on fleek httptco2uaicfjrms"" no way"
7151,1,"""jetblue our fleets on fleek httptcopulp4i0w96"" smh"
7152,1,now put your baggage fees back on free rt jetblue our fleets on fleek httptcooxsa8btvtb
7153,1,bruhreal tweet from jetblue our fleets on fleek httptcodqny4aktg9
7154,0,nope rt jetblue our fleets on fleek httptco9shhtvioti
7155,1, rt jetblue our fleets on fleek httptcosrm13qbrzd
7156,0,jetblue no please stop
7157,0,jetblue well now ill make sure to never fly jetblue
7158,1,"""jetblue our fleets on fleek httptcobbhtlzgh2c"""
7159,1,"please dont rt ""jetblue our fleets on fleek httptcogdzadxzbya"""
7160,2,"lmao ""jetblue our fleets on fleek httptcoaiyc9wv5oq"""
7161,1,jetblue i digg it
7162,2,jetblue brandssayingbae well here we go
7163,1,jetblue i want you guys to be the first to fly to cuba from nyc
7164,0,"haha jetblue our fleets on fleek httptcokmanldqbh4"""
7165,2,"""jetblue our fleets on fleek httptcokvxs1lcqlp"" alynewton new fav airline"
7166,2,jetblue hopefully now my application for jetblue donut designer will finally go through the proper channels
7167,1,jetblue really
7168,2,jetblue looking cool
7169,1," ""jetblue our fleets on fleek httptcoyco9dikpt9"""
7170,1,jetblue no come on
7171,2,jetblue definitely lots of announcements and the app is great
7172,0,jetblue what else on this plane is ducttaped ohboy shouldigetoutandpush airplane flying... httptcor9zsvzurlw
7173,2,jetblue you bet
7174,0,jetblue sure did go south after breakfast though delayed three hours   
7175,1,jetblues ceo battles to appease passengers and wall street  waterbury republican american httptcoimvmpnqxai
7176,2,jetblue thank you appreciate that
7177,2,jetblue the chairs could use some tlc and more power outlets in the area would be a bonus headed to universalorl 
7178,2,jetblue thanks used phone instead of computer and it worked thx again
7179,0,jetblue someone should screen what you play on your flights httptcotny9uipha5
7180,0,jetblue for one way not letting me select to citystrangeand now some fairs look normal 
7181,2,alright jetblue done alternatively if youd like to charter a private jet for me to pitt i will gladly accept 
7182,0,jetblue great job getting flight 28 in 10 minutes early too bad were at 50 minutes and counting waiting for our bags
7183,1,jetblue absolutely my girlfriend and i will be flight booking problems our mexico flights in the next day or two will send a tweet when its done
7184,1,jetblue its time for a direct flight from jfk to pitt  official jetblue terminal 5  new york... httptcoqygxgmd3sn
7185,1,jetblue indeed i dont know whats going on in pittsburgh that weekend but its drawing a crowd via jetblue
7186,0,jetblue i believe its irina on the flipside super disappointed that eatup cafe isnt available on this bos gt sfo flight today
7187,0,jetblue all good i just have 2 remind myself that if this was 1914 i might be on a horse amp buggy so whats a little delay right
7188,2,jetblue good to know thanks so much
7189,0,jetblue unhappy with 4 hour delayed flight missed dinner
7190,1,jetblue he is a lap infant 4 mons old
7191,1,jetblue thanks
7192,2,jetblue thank you for the quick response i am trying to request abassinet for my son it would be great if you can help me with my request
7193,1,jetblue gerne 
